,id,fleet,fleet_name,unit_number,unit_id,asset_id,asset_label,asset_label_slug,asset_type,asset_type_display,asset_make,asset_model,asset_year,asset_group_name,start_date,end_date,alert_type,alert_id,tags,severity_text,status,workflow_state,workflow_state_display,short_desc,long_desc,values,created_on,updated_on,source,read_by,read,rtdv_url,reviewed_by,repairplans
44,805782,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-10 13:34:55+0000,2023-07-10 13:34:55+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 251.07993800000003}",2023-07-10 14:12:20+0000,2023-07-10 16:10:28+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-07-10T12:34:55&end=2023-07-10T13:34:55&alert_type=faultcode&alert_pk=805782&spn=0&spn=84&spn=190&spn=2814,[],[]
49,805091,176,Metrolinx,gt-g976phhw16xw,12725,1153727,8395,8395,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-10 09:50:24+0000,2023-07-10 09:50:24+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 284.619053}",2023-07-10 10:07:28+0000,2023-07-10 11:14:04+0000,0,[],FALSE,/rtdv/?unit_number=gt-g976phhw16xw&start=2023-07-10T08:50:24&end=2023-07-10T09:50:24&alert_type=faultcode&alert_pk=805091&spn=0&spn=84&spn=190&spn=2814,[],[]
0,804843,176,Metrolinx,gt-g9f4yvfcf4kw,12742,1152541,8385,8385,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-10 06:02:10+0000,2023-07-10 06:02:10+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 331.800433}",2023-07-10 06:56:42+0000,2023-07-10 11:10:51+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9f4yvfcf4kw&start=2023-07-10T05:02:10&end=2023-07-10T06:02:10&alert_type=faultcode&alert_pk=804843&spn=0&spn=84&spn=190&spn=2814,[],[]
1,804290,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-09 22:12:18+0000,2023-07-09 22:12:18+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 354.469892}",2023-07-09 23:16:18+0000,2023-07-09 23:16:18+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-07-09T21:12:18&end=2023-07-09T22:12:18&alert_type=faultcode&alert_pk=804290&spn=0&spn=84&spn=190&spn=2814,[],[]
2,802895,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-09 02:08:34+0000,2023-07-09 02:08:34+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 219.48540400000002}",2023-07-09 02:30:23+0000,2023-07-09 13:27:52+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-07-09T01:08:34&end=2023-07-09T02:08:34&alert_type=faultcode&alert_pk=802895&spn=0&spn=84&spn=190&spn=2814,[],[]
3,802284,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-08 13:03:39+0000,2023-07-08 13:03:39+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 212.52305800000002}",2023-07-08 14:03:23+0000,2023-07-08 15:10:16+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-07-08T12:03:39&end=2023-07-08T13:03:39&alert_type=faultcode&alert_pk=802284&spn=0&spn=84&spn=190&spn=2814,[],[]
9,796807,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-05 22:29:55+0000,2023-07-05 22:29:55+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 220.527443}",2023-07-05 22:55:46+0000,2023-07-06 00:01:33+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-07-05T21:29:55&end=2023-07-05T22:29:55&alert_type=faultcode&alert_pk=796807&spn=0&spn=84&spn=190&spn=2814,[],[]
12,794656,176,Metrolinx,gt-g976phhw16xw,12725,1153727,8395,8395,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-05 01:32:04+0000,2023-07-05 01:32:04+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 246.558117}",2023-07-05 02:28:20+0000,2023-07-05 03:31:21+0000,0,[],FALSE,/rtdv/?unit_number=gt-g976phhw16xw&start=2023-07-05T00:32:04&end=2023-07-05T01:32:04&alert_type=faultcode&alert_pk=794656&spn=0&spn=84&spn=190&spn=2814,[],[]
15,794126,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-04 13:56:48+0000,2023-07-04 13:56:48+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 202.49856200000002}",2023-07-04 14:55:22+0000,2023-07-04 15:58:21+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-07-04T12:56:48&end=2023-07-04T13:56:48&alert_type=faultcode&alert_pk=794126&spn=0&spn=84&spn=190&spn=2814,[],[]
18,792255,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-03 17:08:06+0000,2023-07-03 17:08:06+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 254.59935900000002}",2023-07-03 18:08:43+0000,2023-07-03 19:11:07+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-07-03T16:08:06&end=2023-07-03T17:08:06&alert_type=faultcode&alert_pk=792255&spn=0&spn=84&spn=190&spn=2814,[],[]
20,790885,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-07-03 03:26:50+0000,2023-07-03 03:26:50+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 261.187189}",2023-07-03 03:46:19+0000,2023-07-03 06:47:46+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-07-03T02:26:50&end=2023-07-03T03:26:50&alert_type=faultcode&alert_pk=790885&spn=0&spn=84&spn=190&spn=2814,[],[]
23,789543,176,Metrolinx,gt-g9mk5ncxmadx,12736,1152536,8453,8453,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-07-02 03:57:43+0000,2023-07-02 16:41:46+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 204.302727}",2023-07-02 04:11:15+0000,2023-07-02 17:52:22+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9mk5ncxmadx&start=2023-07-02T02:57:43&end=2023-07-02T16:41:46&alert_type=faultcode&alert_pk=789543&spn=0&spn=84&spn=190&spn=2814,[],[]
25,786861,176,Metrolinx,gt-g976phhw16xw,12725,1153727,8395,8395,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-30 12:31:16+0000,2023-06-30 12:31:16+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 289.47033400000004}",2023-06-30 13:22:59+0000,2023-06-30 14:19:53+0000,0,[],FALSE,/rtdv/?unit_number=gt-g976phhw16xw&start=2023-06-30T11:31:16&end=2023-06-30T12:31:16&alert_type=faultcode&alert_pk=786861&spn=0&spn=84&spn=190&spn=2814,[],[]
27,785171,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-29 19:27:44+0000,2023-06-29 19:27:44+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 352.39203000000003}",2023-06-29 20:10:15+0000,2023-06-29 21:10:25+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-06-29T18:27:44&end=2023-06-29T19:27:44&alert_type=faultcode&alert_pk=785171&spn=0&spn=84&spn=190&spn=2814,[],[]
28,783085,176,Metrolinx,gt-g9mk5ncxmadx,12736,1152536,8453,8453,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-28 20:00:47+0000,2023-06-28 20:00:47+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 317.690799}",2023-06-28 20:43:24+0000,2023-06-28 21:43:24+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9mk5ncxmadx&start=2023-06-28T19:00:47&end=2023-06-28T20:00:47&alert_type=faultcode&alert_pk=783085&spn=0&spn=84&spn=190&spn=2814,[],[]
31,782723,176,Metrolinx,gt-g976phhw16xw,12725,1153727,8395,8395,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-28 15:07:56+0000,2023-06-28 15:07:56+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 251.09305400000002}",2023-06-28 16:30:14+0000,2023-06-28 20:16:19+0000,0,[],FALSE,/rtdv/?unit_number=gt-g976phhw16xw&start=2023-06-28T14:07:56&end=2023-06-28T15:07:56&alert_type=faultcode&alert_pk=782723&spn=0&spn=84&spn=190&spn=2814,[],[]
32,781123,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-27 23:36:11+0000,2023-06-27 23:36:11+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 368.605008}",2023-06-28 00:41:04+0000,2023-06-28 08:53:58+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-06-27T22:36:11&end=2023-06-27T23:36:11&alert_type=faultcode&alert_pk=781123&spn=0&spn=84&spn=190&spn=2814,[],[]
34,780898,176,Metrolinx,gt-g9mk5ncxmadx,12736,1152536,8453,8453,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-27 20:22:55+0000,2023-06-27 20:22:55+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 280.839237}",2023-06-27 20:49:19+0000,2023-06-27 21:49:29+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9mk5ncxmadx&start=2023-06-27T19:22:55&end=2023-06-27T20:22:55&alert_type=faultcode&alert_pk=780898&spn=0&spn=84&spn=190&spn=2814,[],[]
38,779588,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-27 07:33:19+0000,2023-06-27 07:33:19+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 426.608225}",2023-06-27 08:31:52+0000,2023-06-27 12:27:54+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-06-27T06:33:19&end=2023-06-27T07:33:19&alert_type=faultcode&alert_pk=779588&spn=0&spn=84&spn=190&spn=2814,[],[]
1,776361,176,Metrolinx,gt-g9mk5ncxmadx,12736,1152536,8453,8453,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-25 15:25:24+0000,2023-06-25 15:25:24+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 289.976356}",2023-06-25 15:55:13+0000,2023-06-25 16:55:19+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9mk5ncxmadx&start=2023-06-25T14:25:24&end=2023-06-25T15:25:24&alert_type=faultcode&alert_pk=776361&spn=0&spn=84&spn=190&spn=2814,[],[]
4,773431,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-23 17:02:38+0000,2023-06-23 17:02:38+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 386.65983800000004}",2023-06-23 17:46:25+0000,2023-06-23 19:43:21+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-06-23T16:02:38&end=2023-06-23T17:02:38&alert_type=faultcode&alert_pk=773431&spn=0&spn=84&spn=190&spn=2814,[],[]
13,771675,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-22 21:08:25+0000,2023-06-22 21:08:25+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 283.04112100000003}",2023-06-22 21:16:23+0000,2023-06-22 22:30:20+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-06-22T20:08:25&end=2023-06-22T21:08:25&alert_type=faultcode&alert_pk=771675&spn=0&spn=84&spn=190&spn=2814,[],[]
16,770392,176,Metrolinx,gt-g9a5jy3c9tv1,12739,1153751,8399,8399,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-22 07:30:02+0000,2023-06-22 07:30:02+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 187.786041}",2023-06-22 07:34:17+0000,2023-06-22 10:04:15+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9a5jy3c9tv1&start=2023-06-22T06:30:02&end=2023-06-22T07:30:02&alert_type=faultcode&alert_pk=770392&spn=0&spn=84&spn=190&spn=2814,[],[]
26,769448,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-21 18:38:41+0000,2023-06-21 18:38:41+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 271.18363800000003}",2023-06-21 19:43:19+0000,2023-06-21 22:13:17+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-06-21T17:38:41&end=2023-06-21T18:38:41&alert_type=faultcode&alert_pk=769448&spn=0&spn=84&spn=190&spn=2814,[],[]
27,769395,176,Metrolinx,gt-g920y7vc3y81,12731,1152544,8444,8444,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-06-21 18:15:55+0000,2023-06-21 18:15:55+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 196.246541}",2023-06-21 19:16:17+0000,2023-06-21 20:16:26+0000,0,[],FALSE,/rtdv/?unit_number=gt-g920y7vc3y81&start=2023-06-21T17:15:55&end=2023-06-21T18:15:55&alert_type=faultcode&alert_pk=769395&spn=0&spn=84&spn=190&spn=2814,[],[]
29,767717,176,Metrolinx,gt-g9akavr6my92,12744,1153728,8355,8355,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-21 01:54:38+0000,2023-06-21 01:54:38+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 332.89882400000005}",2023-06-21 02:01:32+0000,2023-06-21 03:16:25+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9akavr6my92&start=2023-06-21T00:54:38&end=2023-06-21T01:54:38&alert_type=faultcode&alert_pk=767717&spn=0&spn=84&spn=190&spn=2814,[],[]
38,766988,176,Metrolinx,gt-g9mk5ncxmadx,12736,1152536,8453,8453,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-06-20 14:14:33+0000,2023-06-20 14:14:33+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 280.146546}",2023-06-20 15:07:19+0000,2023-06-20 16:10:15+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9mk5ncxmadx&start=2023-06-20T13:14:33&end=2023-06-20T14:14:33&alert_type=faultcode&alert_pk=766988&spn=0&spn=84&spn=190&spn=2814,[],[]
42,765339,176,Metrolinx,gt-g976phhw16xw,12725,1153727,8395,8395,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-19 23:45:54+0000,2023-06-19 23:45:54+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 201.72835600000002}",2023-06-19 23:55:22+0000,2023-06-20 01:34:55+0000,0,[],FALSE,/rtdv/?unit_number=gt-g976phhw16xw&start=2023-06-19T22:45:54&end=2023-06-19T23:45:54&alert_type=faultcode&alert_pk=765339&spn=0&spn=84&spn=190&spn=2814,[],[]
43,765217,176,Metrolinx,gt-g9f4yvfcf4kw,12742,1152541,8385,8385,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-19 21:31:03+0000,2023-06-19 21:31:03+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 301.016135}",2023-06-19 21:46:21+0000,2023-06-19 23:13:24+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9f4yvfcf4kw&start=2023-06-19T20:31:03&end=2023-06-19T21:31:03&alert_type=faultcode&alert_pk=765217&spn=0&spn=84&spn=190&spn=2814,[],[]
6,761524,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-17 19:07:15+0000,2023-06-17 19:07:15+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 302.231799}",2023-06-17 19:46:26+0000,2023-06-17 23:46:19+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-06-17T18:07:15&end=2023-06-17T19:07:15&alert_type=faultcode&alert_pk=761524&spn=0&spn=84&spn=190&spn=2814,[],[]
11,759481,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-16 16:18:30+0000,2023-06-16 16:18:30+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 154.746269}",2023-06-16 17:20:15+0000,2023-06-16 18:49:19+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-06-16T15:18:30&end=2023-06-16T16:18:30&alert_type=faultcode&alert_pk=759481&spn=0&spn=84&spn=190&spn=2814,[],[]
12,759419,176,Metrolinx,gt-g9nunphzm2ww,12737,1153750,8488,8488,bus,Bus,ALEXANDER DENNIS LIMITED,,2018,Alexander Dennis Buses,2023-06-16 15:21:01+0000,2023-06-16 15:21:01+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 259.651907}",2023-06-16 16:25:17+0000,2023-06-16 17:27:43+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9nunphzm2ww&start=2023-06-16T14:21:01&end=2023-06-16T15:21:01&alert_type=faultcode&alert_pk=759419&spn=0&spn=84&spn=190&spn=2814,[],[]
41,755727,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-15 03:05:03+0000,2023-06-15 03:05:03+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 431.32833500000004}",2023-06-15 03:16:43+0000,2023-06-15 04:20:15+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-06-15T02:05:03&end=2023-06-15T03:05:03&alert_type=faultcode&alert_pk=755727&spn=0&spn=84&spn=190&spn=2814,[],[]
9,750712,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-12 19:39:22+0000,2023-06-12 19:39:22+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 237.319757}",2023-06-12 20:28:31+0000,2023-06-12 21:46:16+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-06-12T18:39:22&end=2023-06-12T19:39:22&alert_type=faultcode&alert_pk=750712&spn=0&spn=84&spn=190&spn=2814,[],[]
11,749030,176,Metrolinx,gt-g9tzykez7an4,12738,1153731,8376,8376,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-06-12 02:49:32+0000,2023-06-12 02:49:32+0000,faultcode,23062288,['Follow-up'],Cautionary,active,active,Active,SPN-FMI: 2814-0,2814-0: Engine Alarm Output Command Status: High - Most Severe. Reported from source 0 (Engine #1),"{'FMI': 0, 'SPN': 2814, 'count': 127, 'source': 0, 'ingestion_delay': 340.824449}",2023-06-12 04:00:29+0000,2023-06-12 04:00:29+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9tzykez7an4&start=2023-06-12T01:49:32&end=2023-06-12T02:49:32&alert_type=faultcode&alert_pk=749030&spn=0&spn=84&spn=190&spn=2814,[],[]
